ranking,model,uid,recommendation
"[{'name': 'disliked_book_1', 'value': ""River's End - by Nora Roberts""}, {'name': 'liked_book_1', 'value': 'A Son of the Circus - by John Irving'}, {'name': 'liked_book_2', 'value': 'Nora, Nora: A Novel - by Anne Rivers Siddons'}, {'name': 'liked_book_3', 'value': ""Song of Solomon (Oprah's Book Club (Paperback)) - by Toni Morrison""}, {'name': 'disliked_book_2', 'value': 'Let It Snow - by Fern Michaels'}, {'name': 'disliked_book_3', 'value': 'The Sunday Macaroni Club: A Novel - by Steve Lopez'}]",gemma2-9b-it,148121,The Witness - by Nora Roberts
"[{'name': 'liked_book_1', 'value': 'Dune Messiah (Dune Chronicles, Book 2) - by Frank Herbert'}, {'name': 'liked_book_2', 'value': 'Dune (Remembering Tomorrow) - by Frank Herbert'}, {'name': 'liked_book_3', 'value': 'The Mists of Avalon - by Marion Zimmer Bradley'}, {'name': 'disliked_book_3', 'value': 'Tiger Burning Bright - by Marion Zimmer Bradley'}, {'name': 'disliked_book_1', 'value': 'Nostromo (Penguin Popular Classics) - by Joseph Conrad'}, {'name': 'disliked_book_2', 'value': 'Mr. Mee : A Novel - by Andrew Crumey'}]",gemma2-9b-it,155680,The Book of the New Sun - by Gene Wolfe
"[{'name': 'liked_book_2', 'value': 'Dune (Remembering Tomorrow) - by Frank Herbert'}, {'name': 'liked_book_3', 'value': 'The Mists of Avalon - by Marion Zimmer Bradley'}, {'name': 'liked_book_1', 'value': 'Dune Messiah (Dune Chronicles, Book 2) - by Frank Herbert'}, {'name': 'disliked_book_2', 'value': 'Mr. Mee : A Novel - by Andrew Crumey'}, {'name': 'disliked_book_1', 'value': 'Nostromo (Penguin Popular Classics) - by Joseph Conrad'}, {'name': 'disliked_book_3', 'value': 'Tiger Burning Bright - by Marion Zimmer Bradley'}]",gemma2-9b-it,155680,The Hitchhiker's Guide to the Galaxy - by Douglas Adams
"[{'name': 'liked_book_2', 'value': 'Dune (Remembering Tomorrow) - by Frank Herbert'}, {'name': 'liked_book_3', 'value': 'The Mists of Avalon - by Marion Zimmer Bradley'}, {'name': 'liked_book_1', 'value': 'Dune Messiah (Dune Chronicles, Book 2) - by Frank Herbert'}, {'name': 'disliked_book_3', 'value': 'Tiger Burning Bright - by Marion Zimmer Bradley'}, {'name': 'disliked_book_1', 'value': 'Nostromo (Penguin Popular Classics) - by Joseph Conrad'}, {'name': 'disliked_book_2', 'value': 'Mr. Mee : A Novel - by Andrew Crumey'}]",gemma2-9b-it,155680,The Left Hand of Darkness - by Ursula K. Le Guin
"[{'name': 'liked_book_1', 'value': 'Dune (Remembering Tomorrow) - by Frank Herbert'}, {'name': 'liked_book_3', 'value': 'The Mists of Avalon - by Marion Zimmer Bradley'}, {'name': 'disliked_book_1', 'value': 'Nostromo (Penguin Popular Classics) - by Joseph Conrad'}, {'name': 'disliked_book_2', 'value': 'Mr. Mee : A Novel - by Andrew Crumey'}, {'name': 'liked_book_2', 'value': 'Dune Messiah (Dune Chronicles, Book 2) - by Frank Herbert'}, {'name': 'disliked_book_3', 'value': 'Tiger Burning Bright - by Marion Zimmer Bradley'}]",gemma2-9b-it,155680,The Lord of the Rings - by J.R.R. Tolkien
"[{'name': 'liked_book_1', 'value': 'Cryptonomicon - by Neal Stephenson'}, {'name': 'liked_book_3', 'value': 'For Whom the Bell Tolls - by Ernest Hemingway'}, {'name': 'liked_book_2', 'value': 'Armageddon - by Leon Uris'}, {'name': 'disliked_book_2', 'value': 'Disclosure - by Michael Crichton'}, {'name': 'disliked_book_3', 'value': 'The Testament - by John Grisham'}, {'name': 'disliked_book_1', 'value': 'Seven Up (A Stephanie Plum Novel) - by Janet Evanovich'}]",gemma2-9b-it,159506,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_3', 'value': 'For Whom the Bell Tolls - by Ernest Hemingway'}, {'name': 'liked_book_1', 'value': 'Cryptonomicon - by Neal Stephenson'}, {'name': 'liked_book_2', 'value': 'Armageddon - by Leon Uris'}, {'name': 'disliked_book_2', 'value': 'Disclosure - by Michael Crichton'}, {'name': 'disliked_book_3', 'value': 'The Testament - by John Grisham'}, {'name': 'disliked_book_1', 'value': 'Seven Up (A Stephanie Plum Novel) - by Janet Evanovich'}]",gemma2-9b-it,159506,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_1', 'value': 'Cryptonomicon'}, {'name': 'liked_book_2', 'value': 'Armageddon'}, {'name': 'liked_book_3', 'value': 'For Whom the Bell Tolls'}, {'name': 'disliked_book_2', 'value': 'Disclosure'}, {'name': 'disliked_book_3', 'value': 'The Testament'}, {'name': 'disliked_book_1', 'value': 'Seven Up (A Stephanie Plum Novel)'}]",gemma2-9b-it,159506,The Hunt for Red October - by Tom Clancy
"[{'name': 'liked_book_1', 'value': 'Cryptonomicon - by Neal Stephenson'}, {'name': 'liked_book_3', 'value': 'For Whom the Bell Tolls - by Ernest Hemingway'}, {'name': 'liked_book_2', 'value': 'Armageddon - by Leon Uris'}, {'name': 'disliked_book_1', 'value': 'Seven Up (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_2', 'value': 'Disclosure - by Michael Crichton'}, {'name': 'disliked_book_3', 'value': 'The Testament - by John Grisham'}]",gemma2-9b-it,159506,The Pillars of the Earth - by Ken Follett
"[{'name': 'liked_book_3', 'value': 'It - by Stephen King'}, {'name': 'disliked_book_3', 'value': 'Mr. Murder - by Dean R. Koontz'}, {'name': 'liked_book_1', 'value': ""Maggy's Child - by Karen Robards""}, {'name': 'liked_book_2', 'value': 'Paradise County - by Karen Robards'}, {'name': 'disliked_book_1', 'value': 'Sea Fire - by Karen Robards'}, {'name': 'disliked_book_2', 'value': 'This Side of Heaven - by Karen Robards'}]",gemma2-9b-it,161037,The Girl Next Door - by Jack Ketchum
"[{'name': 'liked_book_3', 'value': 'It - by Stephen King'}, {'name': 'disliked_book_1', 'value': 'Sea Fire - by Karen Robards'}, {'name': 'disliked_book_2', 'value': 'This Side of Heaven - by Karen Robards'}, {'name': 'liked_book_1', 'value': ""Maggy's Child - by Karen Robards""}, {'name': 'liked_book_2', 'value': 'Paradise County - by Karen Robards'}, {'name': 'disliked_book_3', 'value': 'Mr. Murder - by Dean R. Koontz'}]",gemma2-9b-it,161037,The House of Silk - by Arthur Conan Doyle
"[{'name': 'liked_book_3', 'value': 'It - by Stephen King'}, {'name': 'liked_book_1', 'value': ""Maggy's Child - by Karen Robards""}, {'name': 'liked_book_2', 'value': 'Paradise County - by Karen Robards'}, {'name': 'disliked_book_1', 'value': 'Sea Fire - by Karen Robards'}, {'name': 'disliked_book_2', 'value': 'This Side of Heaven - by Karen Robards'}, {'name': 'disliked_book_3', 'value': 'Mr. Murder - by Dean R. Koontz'}]",gemma2-9b-it,161037,The Shining - by Stephen King
"[{'name': 'disliked_book_3', 'value': 'Mr. Murder - by Dean R. Koontz'}, {'name': 'liked_book_1', 'value': ""Maggy's Child - by Karen Robards""}, {'name': 'liked_book_2', 'value': 'Paradise County - by Karen Robards'}, {'name': 'liked_book_3', 'value': 'It - by Stephen King'}, {'name': 'disliked_book_1', 'value': 'Sea Fire - by Karen Robards'}, {'name': 'disliked_book_2', 'value': 'This Side of Heaven - by Karen Robards'}]",gemma2-9b-it,161037,Whispers - by Dean R. Koontz
"[{'name': 'liked_book_3', 'value': 'The Door to December - by Dean R. Koontz'}, {'name': 'liked_book_1', 'value': ""Son of Rosemary: The Sequel to Rosemary's Baby - by Ira Levin""}, {'name': 'liked_book_2', 'value': 'The Lost Bird - by Margaret Coel'}, {'name': 'disliked_book_2', 'value': 'Area 7 - by Matthew Reilly'}, {'name': 'disliked_book_1', 'value': 'Special Treatment - by Nancy Fisher'}, {'name': 'disliked_book_3', 'value': 'Courting Trouble - by Lisa Scottoline'}]",gemma2-9b-it,162980,The Chain - by Adrian McKinty
"[{'name': 'liked_book_1', 'value': ""Son of Rosemary: The Sequel to Rosemary's Baby - by Ira Levin""}, {'name': 'liked_book_3', 'value': 'The Door to December - by Dean R. Koontz'}, {'name': 'liked_book_2', 'value': 'The Lost Bird - by Margaret Coel'}, {'name': 'disliked_book_1', 'value': 'Special Treatment - by Nancy Fisher'}, {'name': 'disliked_book_2', 'value': 'Area 7 - by Matthew Reilly'}, {'name': 'disliked_book_3', 'value': 'Courting Trouble - by Lisa Scottoline'}]",gemma2-9b-it,162980,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_2', 'value': 'The Lost Bird - by Margaret Coel'}, {'name': 'liked_book_3', 'value': 'The Door to December - by Dean R. Koontz'}, {'name': 'liked_book_1', 'value': ""Son of Rosemary: The Sequel to Rosemary's Baby - by Ira Levin""}, {'name': 'disliked_book_1', 'value': 'Special Treatment - by Nancy Fisher'}, {'name': 'disliked_book_2', 'value': 'Area 7 - by Matthew Reilly'}, {'name': 'disliked_book_3', 'value': 'Courting Trouble - by Lisa Scottoline'}]",gemma2-9b-it,162980,The Institute - by Stephen King
"[{'name': 'liked_book_3', 'value': 'The Door to December - by Dean R. Koontz'}, {'name': 'liked_book_1', 'value': ""Son of Rosemary: The Sequel to Rosemary's Baby - by Ira Levin""}, {'name': 'liked_book_2', 'value': 'The Lost Bird - by Margaret Coel'}, {'name': 'disliked_book_1', 'value': 'Special Treatment - by Nancy Fisher'}, {'name': 'disliked_book_2', 'value': 'Area 7 - by Matthew Reilly'}, {'name': 'disliked_book_3', 'value': 'Courting Trouble - by Lisa Scottoline'}]",gemma2-9b-it,162980,Whispers - by Dean R. Koontz
"[{'name': 'liked_book_1', 'value': 'La petite marchande de prose (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_3', 'value': 'La fÃ©e carabine (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_2', 'value': 'La puissance des vaincus - by Wally Lamb'}, {'name': 'disliked_book_1', 'value': 'Les ailes du matin t1 - by Lesage Mireille'}, {'name': 'disliked_book_2', 'value': 'Le maÃ?Â®tre des abeilles - by Henri Vincenot'}, {'name': 'disliked_book_3', 'value': 'La trahison des dieux - by Marion Zimmer Bradley'}]",gemma2-9b-it,167012,Le vélo de mes rêves - by Daniel Pennac
"[{'name': 'liked_book_1', 'value': 'La petite marchande de prose (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_3', 'value': 'La fÃ©e carabine (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_2', 'value': 'La puissance des vaincus - by Wally Lamb'}, {'name': 'disliked_book_1', 'value': 'Les ailes du matin t1 - by Lesage Mireille'}, {'name': 'disliked_book_2', 'value': 'Le maÃ?Â®tre des abeilles - by Henri Vincenot'}, {'name': 'disliked_book_3', 'value': 'La trahison des dieux - by Marion Zimmer Bradley'}]",gemma2-9b-it,167012,Les Misérables - by Victor Hugo
"[{'name': 'liked_book_1', 'value': 'La petite marchande de prose (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_3', 'value': 'La fÃ©e carabine (Collection Folio) - by Daniel Pennac'}, {'name': 'disliked_book_1', 'value': 'Les ailes du matin t1 - by Lesage Mireille'}, {'name': 'disliked_book_2', 'value': 'Le maÃ?Â®tre des abeilles - by Henri Vincenot'}, {'name': 'liked_book_2', 'value': 'La puissance des vaincus - by Wally Lamb'}, {'name': 'disliked_book_3', 'value': 'La trahison des dieux - by Marion Zimmer Bradley'}]",gemma2-9b-it,167012,The Da Vinci Code - by Dan Brown
"[{'name': 'liked_book_1', 'value': 'La petite marchande de prose (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_3', 'value': 'La fée carabine (Collection Folio) - by Daniel Pennac'}, {'name': 'liked_book_2', 'value': 'La puissance des vaincus - by Wally Lamb'}, {'name': 'disliked_book_1', 'value': 'Les ailes du matin t1 - by Lesage Mireille'}, {'name': 'disliked_book_2', 'value': 'Le maître des abeilles - by Henri Vincenot'}, {'name': 'disliked_book_3', 'value': 'La trahison des dieux - by Marion Zimmer Bradley'}]",gemma2-9b-it,167012,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_3', 'value': 'The Lovely Bones: A Novel - by Alice Sebold'}, {'name': 'disliked_book_2', 'value': 'Lucky : A Memoir - by Alice Sebold'}, {'name': 'liked_book_1', 'value': 'The Bachelor (Warner Books Contemporary Romance) - by Carly Phillips'}, {'name': 'liked_book_2', 'value': ""Back Roads - by Tawni O'Dell""}, {'name': 'disliked_book_1', 'value': 'Icy Sparks - by Gwyn Hyman Rubio'}, {'name': 'disliked_book_3', 'value': 'Four Blind Mice - by James Patterson'}]",gemma2-9b-it,167587,Gone Girl - by Gillian Flynn
"[{'name': 'disliked_book_3', 'value': 'Four Blind Mice - by James Patterson'}, {'name': 'liked_book_1', 'value': 'The Bachelor (Warner Books Contemporary Romance) - by Carly Phillips'}, {'name': 'disliked_book_2', 'value': 'Lucky : A Memoir - by Alice Sebold'}, {'name': 'liked_book_2', 'value': ""Back Roads - by Tawni O'Dell""}, {'name': 'liked_book_3', 'value': 'The Lovely Bones: A Novel - by Alice Sebold'}, {'name': 'disliked_book_1', 'value': 'Icy Sparks - by Gwyn Hyman Rubio'}]",gemma2-9b-it,167587,The Girl on the Train - by Paula Hawkins
"[{'name': 'liked_book_1', 'value': 'The Bachelor (Warner Books Contemporary Romance) - by Carly Phillips'}, {'name': 'liked_book_3', 'value': 'The Lovely Bones: A Novel - by Alice Sebold'}, {'name': 'liked_book_2', 'value': ""Back Roads - by Tawni O'Dell""}, {'name': 'disliked_book_1', 'value': 'Icy Sparks - by Gwyn Hyman Rubio'}, {'name': 'disliked_book_2', 'value': 'Lucky : A Memoir - by Alice Sebold'}, {'name': 'disliked_book_3', 'value': 'Four Blind Mice - by James Patterson'}]",gemma2-9b-it,167587,The Notebook - by Nicholas Sparks
"[{'name': 'liked_book_3', 'value': 'The Lovely Bones: A Novel - by Alice Sebold'}, {'name': 'liked_book_2', 'value': ""Back Roads - by Tawni O'Dell""}, {'name': 'liked_book_1', 'value': 'The Bachelor (Warner Books Contemporary Romance) - by Carly Phillips'}, {'name': 'disliked_book_2', 'value': 'Lucky : A Memoir - by Alice Sebold'}, {'name': 'disliked_book_1', 'value': 'Icy Sparks - by Gwyn Hyman Rubio'}, {'name': 'disliked_book_3', 'value': 'Four Blind Mice - by James Patterson'}]",gemma2-9b-it,167587,The Silent Patient - by Alex Michaelides
"[{'name': 'liked_book_1', 'value': 'Perish Twice - by Robert B. Parker'}, {'name': 'liked_book_2', 'value': 'Point of Origin - by Patricia Daniels Cornwell'}, {'name': 'liked_book_3', 'value': ""Le Rouge C'Est Bien Meiux / Red is Best - by Kathy Stinson""}, {'name': 'disliked_book_1', 'value': 'The Hottest State: A Novel - by Ethan Hawke'}, {'name': 'disliked_book_2', 'value': 'Storming Intrepid - by Payne Harrison'}, {'name': 'disliked_book_3', 'value': 'Battleground: The Corps - by W. E. B. Griffin'}]",gemma2-9b-it,171045,The Guest List - by Lucy Foley
"[{'name': 'liked_book_1', 'value': 'Perish Twice - by Robert B. Parker'}, {'name': 'liked_book_2', 'value': 'Point of Origin - by Patricia Daniels Cornwell'}, {'name': 'liked_book_3', 'value': ""Le Rouge C'Est Bien Meiux / Red is Best - by Kathy Stinson""}, {'name': 'disliked_book_1', 'value': 'The Hottest State: A Novel - by Ethan Hawke'}, {'name': 'disliked_book_2', 'value': 'Storming Intrepid - by Payne Harrison'}, {'name': 'disliked_book_3', 'value': 'Battleground: The Corps - by W. E. B. Griffin'}]",gemma2-9b-it,171045,The Lord of the Rings - by J.R.R. Tolkien
"[{'name': 'liked_book_1', 'value': 'Perish Twice - by Robert B. Parker'}, {'name': 'liked_book_2', 'value': 'Point of Origin - by Patricia Daniels Cornwell'}, {'name': 'liked_book_3', 'value': ""Le Rouge C'Est Bien Meiux / Red is Best - by Kathy Stinson""}, {'name': 'disliked_book_2', 'value': 'Storming Intrepid - by Payne Harrison'}, {'name': 'disliked_book_1', 'value': 'The Hottest State: A Novel - by Ethan Hawke'}, {'name': 'disliked_book_3', 'value': 'Battleground: The Corps - by W. E. B. Griffin'}]",gemma2-9b-it,171045,The Martian - by Andy Weir
"[{'name': 'liked_book_2', 'value': 'Point of Origin - by Patricia Daniels Cornwell'}, {'name': 'liked_book_1', 'value': 'Perish Twice - by Robert B. Parker'}, {'name': 'liked_book_3', 'value': ""Le Rouge C'Est Bien Meiux / Red is Best - by Kathy Stinson""}, {'name': 'disliked_book_1', 'value': 'The Hottest State: A Novel - by Ethan Hawke'}, {'name': 'disliked_book_2', 'value': 'Storming Intrepid - by Payne Harrison'}, {'name': 'disliked_book_3', 'value': 'Battleground: The Corps - by W. E. B. Griffin'}]",gemma2-9b-it,171045,The Silent Patient - by Alex Michaelides
"[{'name': 'disliked_book_1', 'value': 'Perfect Murder, Perfect Town - by Lawrence Schiller'}, {'name': 'disliked_book_3', 'value': 'Hush - by Mark Nykanen'}, {'name': 'liked_book_1', 'value': 'The Floating Admiral - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Mysterious Affair At Styles - by Agatha Christie'}, {'name': 'liked_book_2', 'value': 'Four To Score (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_2', 'value': 'Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}]",gemma2-9b-it,187990,Gone Girl - by Gillian Flynn
"[{'name': 'liked_book_2', 'value': 'Four To Score (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_2', 'value': 'Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'liked_book_1', 'value': 'The Floating Admiral - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Mysterious Affair At Styles - by Agatha Christie'}, {'name': 'disliked_book_1', 'value': 'Perfect Murder, Perfect Town - by Lawrence Schiller'}, {'name': 'disliked_book_3', 'value': 'Hush - by Mark Nykanen'}]",gemma2-9b-it,187990,One for the Money (A Stephanie Plum Novel) - by Janet Evanovich
"[{'name': 'liked_book_1', 'value': 'The Floating Admiral - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Mysterious Affair At Styles - by Agatha Christie'}, {'name': 'liked_book_2', 'value': 'Four To Score (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_1', 'value': 'Perfect Murder, Perfect Town - by Lawrence Schiller'}, {'name': 'disliked_book_2', 'value': 'Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_3', 'value': 'Hush - by Mark Nykanen'}]",gemma2-9b-it,187990,The ABC Murders - by Agatha Christie
"[{'name': 'disliked_book_1', 'value': 'Perfect Murder, Perfect Town - by Lawrence Schiller'}, {'name': 'disliked_book_2', 'value': 'Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'liked_book_1', 'value': 'The Floating Admiral - by Agatha Christie'}, {'name': 'liked_book_3', 'value': 'Mysterious Affair At Styles - by Agatha Christie'}, {'name': 'liked_book_2', 'value': 'Four To Score (A Stephanie Plum Novel) - by Janet Evanovich'}, {'name': 'disliked_book_3', 'value': 'Hush - by Mark Nykanen'}]",gemma2-9b-it,187990,The Silent Patient - by Alex Michaelides
"[{'name': 'liked_book_1', 'value': 'Crimson Shadows - by Trisha Baker'}, {'name': 'liked_book_3', 'value': 'Interview with the Vampire : Anniversary edition - by ANNE RICE'}, {'name': 'disliked_book_1', 'value': 'Mirror Mirror: A Novel - by Gregory Maguire'}, {'name': 'disliked_book_2', 'value': 'Prince Caspian (rack) : The Return to Narnia (Narnia) - by C. S. Lewis'}, {'name': 'disliked_book_3', 'value': 'Motherless Brooklyn - by Jonathan Lethem'}, {'name': 'liked_book_2', 'value': 'Remember Me #1 (reissue) - by Christopher Pike'}]",gemma2-9b-it,195694,Jonathan Strange & Mr Norrell - by Susanna Clarke
