ranking,model,pid,recommendation
"[{'name': 'song_2', 'value': 'Fire Burning - by Sean Kingston'}, {'name': 'song_3', 'value': 'Eenie Meenie - by Justin Bieber'}, {'name': 'song_5', 'value': 'Replay - by Iyaz'}, {'name': 'song_4', 'value': 'Do You Remember - by Jay Sean'}, {'name': 'song_1', 'value': 'Sugar (feat. Francesco Yates) - by Robin Schulz'}, {'name': 'playlist_name', 'value': 'throwbacks'}]",gemma2-9b-it,448671,Tik Tok - by Ke$ha
"[{'name': 'song_4', 'value': 'Do You Remember - by Jay Sean'}, {'name': 'song_5', 'value': 'Replay - by Iyaz'}, {'name': 'song_3', 'value': 'Eenie Meenie - by Justin Bieber'}, {'name': 'song_2', 'value': 'Fire Burning - by Sean Kingston'}, {'name': 'song_1', 'value': 'Sugar (feat. Francesco Yates) - by Robin Schulz'}, {'name': 'playlist_name', 'value': 'throwbacks'}]",gemma2-9b-it,448671,Uptown Funk - by Mark Ronson ft. Bruno Mars
"[{'name': 'song_2', 'value': 'Bodies - by Bobby Shmurda'}, {'name': 'song_3', 'value': ""Hit 'Em Hard - by Bobby Shmurda""}, {'name': 'song_4', 'value': 'Body Dance - by Bobby Shmurda'}, {'name': 'song_1', 'value': 'Sunshine - by Atmosphere'}, {'name': 'song_5', 'value': 'Ready - by Vigiland'}, {'name': 'playlist_name', 'value': 'lalalala'}]",gemma2-9b-it,451625,Bohemian Rhapsody - by Queen
"[{'name': 'song_2', 'value': 'Bodies - by Bobby Shmurda'}, {'name': 'song_3', 'value': ""Hit 'Em Hard - by Bobby Shmurda""}, {'name': 'song_4', 'value': 'Body Dance - by Bobby Shmurda'}, {'name': 'song_5', 'value': 'Ready - by Vigiland'}, {'name': 'song_1', 'value': 'Sunshine - by Atmosphere'}, {'name': 'playlist_name', 'value': 'lalalala'}]",gemma2-9b-it,451625,HUMBLE. - by Kendrick Lamar
"[{'name': 'song_2', 'value': 'Bodies - by Bobby Shmurda'}, {'name': 'song_3', 'value': ""Hit 'Em Hard - by Bobby Shmurda""}, {'name': 'song_4', 'value': 'Body Dance - by Bobby Shmurda'}, {'name': 'song_1', 'value': 'Sunshine - by Atmosphere'}, {'name': 'song_5', 'value': 'Ready - by Vigiland'}, {'name': 'playlist_name', 'value': 'lalalala'}]",gemma2-9b-it,451625,Stairway to Heaven - by Led Zeppelin
"[{'name': 'song_2', 'value': 'Bodies - by Bobby Shmurda'}, {'name': 'song_3', 'value': ""Hit 'Em Hard - by Bobby Shmurda""}, {'name': 'song_4', 'value': 'Body Dance - by Bobby Shmurda'}, {'name': 'song_1', 'value': 'Sunshine - by Atmosphere'}, {'name': 'song_5', 'value': 'Ready - by Vigiland'}, {'name': 'playlist_name', 'value': 'lalalala'}]",gemma2-9b-it,451625,The Next Episode - by Dr. Dre ft. Snoop Dogg
"[{'name': 'song_1', 'value': 'Planets - by Joseph'}, {'name': 'song_2', 'value': 'Rosanna (feat. Penny and Sparrow) - by Corey Kilgannon'}, {'name': 'song_3', 'value': 'The Hollow in Retrospect (feat. Liza Anne) - by Corey Kilgannon'}, {'name': 'song_4', 'value': 'Hospital Hymns - by Corey Kilgannon'}, {'name': 'song_5', 'value': 'Double Heart - by Penny and Sparrow'}, {'name': 'playlist_name', 'value': 'peace'}]",gemma2-9b-it,465681,Mr. Brightside - by The Killers
"[{'name': 'song_1', 'value': 'Planets - by Joseph'}, {'name': 'song_2', 'value': 'Rosanna (feat. Penny and Sparrow) - by Corey Kilgannon'}, {'name': 'song_3', 'value': 'The Hollow in Retrospect (feat. Liza Anne) - by Corey Kilgannon'}, {'name': 'song_4', 'value': 'Hospital Hymns - by Corey Kilgannon'}, {'name': 'song_5', 'value': 'Double Heart - by Penny and Sparrow'}, {'name': 'playlist_name', 'value': 'peace'}]",gemma2-9b-it,465681,Seven Nation Army - by The White Stripes
"[{'name': 'song_2', 'value': 'Rosanna (feat. Penny and Sparrow) - by Corey Kilgannon'}, {'name': 'song_4', 'value': 'Hospital Hymns - by Corey Kilgannon'}, {'name': 'song_5', 'value': 'Double Heart - by Penny and Sparrow'}, {'name': 'song_3', 'value': 'The Hollow in Retrospect (feat. Liza Anne) - by Corey Kilgannon'}, {'name': 'playlist_name', 'value': 'peace'}, {'name': 'song_1', 'value': 'Planets - by Joseph'}]",gemma2-9b-it,465681,Skinny Love - by Bon Iver
"[{'name': 'playlist_name', 'value': 'peace'}, {'name': 'song_5', 'value': 'Double Heart - by Penny and Sparrow'}, {'name': 'song_2', 'value': 'Rosanna (feat. Penny and Sparrow) - by Corey Kilgannon'}, {'name': 'song_3', 'value': 'The Hollow in Retrospect (feat. Liza Anne) - by Corey Kilgannon'}, {'name': 'song_4', 'value': 'Hospital Hymns - by Corey Kilgannon'}, {'name': 'song_1', 'value': 'Planets - by Joseph'}]",gemma2-9b-it,465681,The Scientist - by Coldplay
"[{'name': 'song_1', 'value': 'Strawberry Letter 23 - by Shuggie Otis'}, {'name': 'song_2', 'value': 'The Legend Of The Last Of The Outlaw Truckers Aka The Ballad Of Sheriff Shorty - by The Dandy Warhols'}, {'name': 'playlist_name', 'value': '😈😈😈'}, {'name': 'song_3', 'value': 'Bluebird Wine - by Rodney Crowell'}, {'name': 'song_4', 'value': 'Never My Love - Remastered - by The Association'}, {'name': 'song_5', 'value': 'Hold Tight! - by Dave Dee, Dozy, Beaky, Mick & Tich'}]",gemma2-9b-it,466479,Black Magic Woman - by Santana
"[{'name': 'song_1', 'value': 'Strawberry Letter 23 - by Shuggie Otis'}, {'name': 'song_4', 'value': 'Never My Love - Remastered - by The Association'}, {'name': 'song_3', 'value': 'Bluebird Wine - by Rodney Crowell'}, {'name': 'song_2', 'value': 'The Legend Of The Last Of The Outlaw Truckers Aka The Ballad Of Sheriff Shorty - by The Dandy Warhols'}, {'name': 'song_5', 'value': 'Hold Tight! - by Dave Dee, Dozy, Beaky, Mick & Tich'}, {'name': 'playlist_name', 'value': '😈😈😈'}]",gemma2-9b-it,466479,Here Comes the Sun - by The Beatles
"[{'name': 'song_2', 'value': 'The Legend Of The Last Of The Outlaw Truckers Aka The Ballad Of Sheriff Shorty - by The Dandy Warhols'}, {'name': 'playlist_name', 'value': '😈😈😈'}, {'name': 'song_1', 'value': 'Strawberry Letter 23 - by Shuggie Otis'}, {'name': 'song_3', 'value': 'Bluebird Wine - by Rodney Crowell'}, {'name': 'song_5', 'value': 'Hold Tight! - by Dave Dee, Dozy, Beaky, Mick & Tich'}, {'name': 'song_4', 'value': 'Never My Love - Remastered - by The Association'}]",gemma2-9b-it,466479,Sympathy for the Devil - by The Rolling Stones
"[{'name': 'song_1', 'value': 'Strawberry Letter 23 - by Shuggie Otis'}, {'name': 'song_3', 'value': 'Bluebird Wine - by Rodney Crowell'}, {'name': 'song_4', 'value': 'Never My Love - Remastered - by The Association'}, {'name': 'song_2', 'value': 'The Legend Of The Last Of The Outlaw Truckers Aka The Ballad Of Sheriff Shorty - by The Dandy Warhols'}, {'name': 'song_5', 'value': 'Hold Tight! - by Dave Dee, Dozy, Beaky, Mick & Tich'}, {'name': 'playlist_name', 'value': '😈😈😈'}]",gemma2-9b-it,466479,Walking on Sunshine - by Katrina & The Waves
"[{'name': 'song_2', 'value': 'Tainted Love - by Soft Cell'}, {'name': 'song_4', 'value': 'Never Can Say Goodbye - by The Communards'}, {'name': 'song_3', 'value': 'Toxic - by Britney Spears'}, {'name': 'song_5', 'value': 'Mr. Blue Sky - by Electric Light Orchestra'}, {'name': 'playlist_name', 'value': 'Doctor Who'}, {'name': 'song_1', 'value': 'Purple Haze - by Jimi Hendrix'}]",gemma2-9b-it,469670,Bohemian Rhapsody - by Queen
"[{'name': 'song_2', 'value': 'Tainted Love - by Soft Cell'}, {'name': 'song_4', 'value': 'Never Can Say Goodbye - by The Communards'}, {'name': 'song_3', 'value': 'Toxic - by Britney Spears'}, {'name': 'song_5', 'value': 'Mr. Blue Sky - by Electric Light Orchestra'}, {'name': 'playlist_name', 'value': 'Doctor Who'}, {'name': 'song_1', 'value': 'Purple Haze - by Jimi Hendrix'}]",gemma2-9b-it,469670,Hotel California - by Eagles
"[{'name': 'playlist_name', 'value': 'Doctor Who'}, {'name': 'song_5', 'value': 'Mr. Blue Sky - by Electric Light Orchestra'}, {'name': 'song_1', 'value': 'Purple Haze - by Jimi Hendrix'}, {'name': 'song_2', 'value': 'Tainted Love - by Soft Cell'}, {'name': 'song_3', 'value': 'Toxic - by Britney Spears'}, {'name': 'song_4', 'value': 'Never Can Say Goodbye - by The Communards'}]",gemma2-9b-it,469670,Space Oddity - by David Bowie
"[{'name': 'playlist_name', 'value': 'Doctor Who'}, {'name': 'song_4', 'value': 'Never Can Say Goodbye - by The Communards'}, {'name': 'song_2', 'value': 'Tainted Love - by Soft Cell'}, {'name': 'song_5', 'value': 'Mr. Blue Sky - by Electric Light Orchestra'}, {'name': 'song_1', 'value': 'Purple Haze - by Jimi Hendrix'}, {'name': 'song_3', 'value': 'Toxic - by Britney Spears'}]",gemma2-9b-it,469670,Time Warp - by The Rocky Horror Picture Show
"[{'name': 'song_1', 'value': 'do re mi (feat. Gucci Mane) - by blackbear'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_3', 'value': 'Crew - by GoldLink'}, {'name': 'song_4', 'value': 'Canoga Park - by Gyyps'}, {'name': 'song_5', 'value': 'Another Day in Paradise - by Quinn XCII'}, {'name': 'playlist_name', 'value': 'Summer 2017'}]",gemma2-9b-it,470780,Bohemian Rhapsody - by Queen
"[{'name': 'playlist_name', 'value': 'Summer 2017'}, {'name': 'song_1', 'value': 'do re mi (feat. Gucci Mane) - by blackbear'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_3', 'value': 'Crew - by GoldLink'}, {'name': 'song_5', 'value': 'Another Day in Paradise - by Quinn XCII'}, {'name': 'song_4', 'value': 'Canoga Park - by Gyyps'}]",gemma2-9b-it,470780,HUMBLE. - by Kendrick Lamar
"[{'name': 'playlist_name', 'value': 'Summer 2017'}, {'name': 'song_5', 'value': 'Another Day in Paradise - by Quinn XCII'}, {'name': 'song_1', 'value': 'do re mi (feat. Gucci Mane) - by blackbear'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_3', 'value': 'Crew - by GoldLink'}, {'name': 'song_4', 'value': 'Canoga Park - by Gyyps'}]",gemma2-9b-it,470780,Shape of You - by Ed Sheeran
"[{'name': 'song_1', 'value': 'do re mi (feat. Gucci Mane) - by blackbear'}, {'name': 'song_2', 'value': 'Patty Cake - by Kodak Black'}, {'name': 'song_3', 'value': 'Crew - by GoldLink'}, {'name': 'song_4', 'value': 'Canoga Park - by Gyyps'}, {'name': 'song_5', 'value': 'Another Day in Paradise - by Quinn XCII'}, {'name': 'playlist_name', 'value': 'Summer 2017'}]",gemma2-9b-it,470780,Stairway to Heaven - by Led Zeppelin
"[{'name': 'song_1', 'value': ""Over When It's Over - by Eric Church""}, {'name': 'song_2', 'value': 'Loving You Easy - by Zac Brown Band'}, {'name': 'song_3', 'value': 'House Party - by Sam Hunt'}, {'name': 'song_4', 'value': ""Crushin' It - by Brad Paisley""}, {'name': 'song_5', 'value': 'Somebody Like You - by Keith Urban'}, {'name': 'playlist_name', 'value': 'Austin'}]",gemma2-9b-it,499822,Blinding Lights - by The Weeknd
"[{'name': 'song_2', 'value': 'Loving You Easy - by Zac Brown Band'}, {'name': 'song_1', 'value': ""Over When It's Over - by Eric Church""}, {'name': 'song_3', 'value': 'House Party - by Sam Hunt'}, {'name': 'song_4', 'value': ""Crushin' It - by Brad Paisley""}, {'name': 'song_5', 'value': 'Somebody Like You - by Keith Urban'}, {'name': 'playlist_name', 'value': 'Austin'}]",gemma2-9b-it,499822,Chicken Fried - by Zac Brown Band
"[{'name': 'song_1', 'value': ""Over When It's Over - by Eric Church""}, {'name': 'song_2', 'value': 'Loving You Easy - by Zac Brown Band'}, {'name': 'song_3', 'value': 'House Party - by Sam Hunt'}, {'name': 'song_4', 'value': ""Crushin' It - by Brad Paisley""}, {'name': 'song_5', 'value': 'Somebody Like You - by Keith Urban'}, {'name': 'playlist_name', 'value': 'Austin'}]",gemma2-9b-it,499822,Drink in My Hand - by Eric Church
"[{'name': 'song_1', 'value': ""Over When It's Over - by Eric Church""}, {'name': 'song_2', 'value': 'Loving You Easy - by Zac Brown Band'}, {'name': 'song_3', 'value': 'House Party - by Sam Hunt'}, {'name': 'song_4', 'value': ""Crushin' It - by Brad Paisley""}, {'name': 'song_5', 'value': 'Somebody Like You - by Keith Urban'}, {'name': 'playlist_name', 'value': 'Austin'}]",gemma2-9b-it,499822,Lose Yourself - by Eminem
"[{'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'playlist_name', 'value': 'Countdown'}]",gemma2-9b-it,503111,Bohemian Rhapsody - by Queen
"[{'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'playlist_name', 'value': 'Countdown'}, {'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}]",gemma2-9b-it,503111,Coming of Age - by Foster the People
"[{'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'playlist_name', 'value': 'Countdown'}]",gemma2-9b-it,503111,Creep - by Radiohead
"[{'name': 'song_3', 'value': 'Entertainment - by Phoenix'}, {'name': 'song_4', 'value': '1901 - by Phoenix'}, {'name': 'song_5', 'value': 'What You Know - by Two Door Cinema Club'}, {'name': 'song_1', 'value': 'Fire Alarm - by Castlecomer'}, {'name': 'song_2', 'value': 'Countdown - by Jupiter One'}, {'name': 'playlist_name', 'value': 'Countdown'}]",gemma2-9b-it,503111,Tokyo (Vampires & Wolves) - by The Wombats
"[{'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",gemma2-9b-it,514877,Africa - by Toto
"[{'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",gemma2-9b-it,514877,Any Way You Want It - by Journey
"[{'name': 'playlist_name', 'value': 'Oldies'}, {'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}]",gemma2-9b-it,514877,Bohemian Rhapsody - by Queen
"[{'name': 'song_1', 'value': ""Don't Stop Believin' - by Journey""}, {'name': 'song_2', 'value': 'Hold the Line - by Toto'}, {'name': 'song_3', 'value': 'Renegade - by Styx'}, {'name': 'song_4', 'value': 'Dream On - by Aerosmith'}, {'name': 'song_5', 'value': 'I Want To Know What Love Is - Remastered - by Foreigner'}, {'name': 'playlist_name', 'value': 'Oldies'}]",gemma2-9b-it,514877,Lose Yourself - by Eminem
"[{'name': 'playlist_name', 'value': '90'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}]",gemma2-9b-it,517612,Bohemian Rhapsody - by Queen
"[{'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}, {'name': 'playlist_name', 'value': '90'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}]",gemma2-9b-it,517612,Mo Money Mo Problems - by The Notorious B.I.G. feat. Mase & Puff Daddy
"[{'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}, {'name': 'playlist_name', 'value': '90'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}]",gemma2-9b-it,517612,No Scrubs - by TLC
"[{'name': 'playlist_name', 'value': '90'}, {'name': 'song_1', 'value': 'Doo Wop (That Thing) - by Ms. Lauryn Hill'}, {'name': 'song_5', 'value': 'What You Want (feat. Total) - by Mase'}, {'name': 'song_3', 'value': 'Ghetto Supastar (That is What You Are) - by Pras'}, {'name': 'song_2', 'value': 'Genie in a Bottle - by Christina Aguilera'}, {'name': 'song_4', 'value': 'I Want You Back - Radio Edit - by *NSYNC'}]",gemma2-9b-it,517612,Wonderwall - by Oasis
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",gemma2-9b-it,518425,Bésame Mucho - by Consuelo Velázquez
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",gemma2-9b-it,518425,Despacito - by Luis Fonsi ft. Daddy Yankee
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",gemma2-9b-it,518425,La Bamba - by Ritchie Valens
"[{'name': 'playlist_name', 'value': 'boleros'}, {'name': 'song_1', 'value': 'Adoro - con Alejandro Sanz - by Armando Manzanero'}, {'name': 'song_2', 'value': 'Somos Novios - feat. Lolita - by Armando Manzanero'}, {'name': 'song_3', 'value': 'Nada Personal - by Armando Manzanero'}, {'name': 'song_4', 'value': 'No - by Armando Manzanero'}, {'name': 'song_5', 'value': 'Contigo Aprendi - by Marco Antonio Muñiz'}]",gemma2-9b-it,518425,Te Amo - by Pablo Milanés
"[{'name': 'playlist_name', 'value': 'bath'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}, {'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}]",gemma2-9b-it,523577,Mr. Brightside - by The Killers
"[{'name': 'song_1', 'value': 'Flashlight - by The Front Bottoms'}, {'name': 'song_2', 'value': 'Expectations - by Belle & Sebastian'}, {'name': 'playlist_name', 'value': 'bath'}, {'name': 'song_5', 'value': 'Bloom - Bonus Track - by The Paper Kites'}, {'name': 'song_3', 'value': 'Island In The Sun - by Weezer'}, {'name': 'song_4', 'value': 'Quicksand - by The Story So Far'}]",gemma2-9b-it,523577,Riverside - by Agnes Obel
